id,tweet,retweetCount,isRetweetedByMe,favCount,date
,平成27年6月1日月曜日、ラーメン二郎目黒店、大ラーメン豚入り ニンニク 700YEN<n>アブラ纏ったムチモソ麺、ブタヤサイもろとも頬張り、塩気利いた汁で流し込む。ウンメ〜〜ッこりゃタマらん！夢中で貪り喰った。<n>感動、完飲、ごっそさん。 http://t.co/PCyWARNOOG,301,false,199,2015/06/01 22:36:36
,平成27年5月31日日曜日、ラーメン二郎大宮店、大ラーメン+味付ウズラ アブラカラメ生姜 800YEN<n>ウズラ1枚売切れ返金。<n>麺、モチモチとして柔らか目な仕上がり、味染みててメッチャ俺好み。<n>ブタ、いささかガッチゴムなもの。<n>完飲。 http://t.co/oHlhqI0pVy,330,false,225,2015/05/31 21:06:27
,平成27年5月30日土曜日、ラーメン二郎八王子野猿街道店2、アブラっX+うずら卵+きまぐれたまご ニンニク少 1100YEN<n>デフォで2個、玉子が付いて、俺歓喜<n>2個の意味、玉子で完飲、推奨か<n>危険汁、醤油まろやか、夢中汁<n>完飲ッ。 http://t.co/VdiRyoDGE2,495,false,331,2015/05/30 23:17:37
,平成27年5月30日土曜日、ラーメン二郎八王子野猿街道店2、アブラっX+うずら卵+きまぐれたまご ニンニク少 1100YEN<n>こりゃウンメぇぇぇっ！見るからに危険な漆黒ダレを飲んでみると香ばしく円やかなアブラ醤油味。危険顧みず完飲ッ。 http://t.co/ptAYPnN6Ac,689,false,481,2015/05/30 14:49:13
,平成27年5月29日金曜日、ラーメン二郎 歌舞伎町店、普通盛+煮玉子 ヤサイニンニクアブラ 800YEN<n>麺、デフォで俺好みの柔らかいもの。<n>汁、デフォで俺好みの塩気の汁。<n>ブタ、いささか臭み感じるものの、許容範囲内のもの。完飲。 http://t.co/EPzCpy3VN5,212,false,136,2015/05/30 02:23:40
,平成27年5月29日金曜日、ラーメン二郎 札幌店、小+タマチ+生姜+生卵+生卵 ニンニク 950YEN<n>今日の汁、ウマさスカウター振り切れ爆発なウマさ。ノーマル汁堪能後、生姜溶かせば究極進化の生姜スープ降臨ッ。夢見心地で啜って完飲ッ。 http://t.co/wKxiR0gJoR,379,false,243,2015/05/29 14:09:00
,平成27年5月28日木曜日、ラーメン二郎 札幌店、小+タマチ+生姜+生卵+生卵 ニンニク 950YEN<n>昨日より乳化抑えめ醤油効いた汁は俺好み。<n>生卵落としてウマさに奮える。<n>タマチはブタに添えて良し、そのまま喰って清涼。完飲ッ。 http://t.co/kj17aj8deY,263,false,203,2015/05/28 20:05:13
,平成27年5月27日水曜日、ラーメン二郎 札幌店、大+タマチ+生卵+生卵 ニンニク 1000YEN<n>濃いコク醤油のウマ汁で、ボリュウムたっぷり麺啜る。ウンメ〜〜ッ、ここ試される大地でも、二郎喰える喜びで、胸一杯、腹も一杯ッ。完飲ッ。 http://t.co/pS20IDQUvw,448,false,284,2015/05/27 20:38:10
,平成27年5月26日火曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(味噌がけ)+白ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>ウンメ〜ッ味噌味強め俺好みの塩気のもの。ネギで、玉子で、食欲マシマシ止まれないッ！<n>完飲。 http://t.co/7fy6YhUMSt,385,false,235,2015/05/26 21:50:37
,平成27年5月25日月曜日、蒙古タンメン中本新宿店、特製樺太丼+プチスープ冷し味噌+固ゆで北極味玉1070YEN<n>特製樺太丼、具が豊富、タケノコの食感が楽しいもの。<n>固ゆで北極味玉、これ気に入った。土手煮のたまご思わせる味わい。完飲。 http://t.co/VCoGB4QdCk,221,false,173,2015/05/25 21:13:20
,平成27年5月25日月曜日、ラーメン二郎新宿小滝橋通り店、小ラーメン ニンニク750YEN<n>麺、柔らかい仕上がり嬉しいもの。<n>汁、背脂醤油ラーメン風味。これはこれで俺好み。<n>ブタ、肉々しい歯応えのものが2切れ。<n>完飲。ごっそさんです。 http://t.co/4gohmel1YA,166,false,135,2015/05/25 21:01:45
,平成27年5月24日日曜日、ラーメン二郎中山駅前店、小ラーメン ニンニクアブラカラメ690YEN<n>汁、増したアブラカラメが利いて、旨味と塩気のPAPP汁。一口で完飲へのビジョン明確になる汁。<n>夢中で飲んでたら丼がカラになってた。完飲。 http://t.co/0gLcXifpgT,340,false,269,2015/05/24 16:20:06
,平成27年5月23日土曜日、ラーメン二郎大宮店、大ラーメン ニンニク生姜 イベント価格800YEN<n>2種類の小麦粉の麺と、香り豚1頭買いの日。ウズラ売り切れ。無念。<n>おお、汁ウマい、ウマいッ！肉の旨味豊かで生姜がメッチャ合う汁。完飲。 http://t.co/aakbpDRhdI,193,false,138,2015/05/23 21:24:15
,平成27年5月23日土曜日、ラーメン二郎めじろ台法政大学前店、ぶた大ラーメン+生たまご+生たまご ニンニクアブラ1000YEN<n>醤油味アブラウンメ〜〜〜ッ！！二郎に求めるウマさ凝縮したような味わい。ブタもしっとりとしてウマし。完飲ッ。 http://t.co/lGKySemlcf,212,false,164,2015/05/23 15:06:59
,平成27年5月22日金曜日、ラーメン二郎 仙川店、ラーメン ニンニクアブラカラメ 700YEN<n>増したアブラで汁ギットギト。<n>一見クドそうに見えるが、ほのかに生姜香り、アブラの甘みが活きた堪らなくウマいもの。<n>完飲。ごっそさんです。 http://t.co/Pcnq7DE44g,186,false,124,2015/05/22 22:15:10
,平成27年5月21日木曜日、ラーメン二郎 京成大久保店、大ブタ ニンニク 900YEN<n>麺、ウッメェェェェェッッ！！クニュとした食感の、味染みた最ッ高にウマい麺ッ！！<n>汁、ヤサイとの相性もバツグンのコクウマ汁、夢中で流し込んで完飲ッ。 http://t.co/6bYGQDsKJV,331,false,240,2015/05/21 20:21:34
,平成27年5月20日水曜日、ラーメン二郎新橋店、ブタ入り+味玉子+生とじ玉子 ニンニク 1000YEN<n>生とじ玉子は、生卵にカツオだし加わり刻み海苔が乗ったもの。海苔好きにはたまらないもの。<n>ブタ、増して正解、味染みてて俺好み。完飲。 http://t.co/1kRZYsNiI5,215,false,166,2015/05/20 23:08:43
,平成27年5月19日火曜日、ラーメン二郎京成大久保店、小ブタ ニンニク 800YEN<n>麺、ツルックニュッとした食感の味染みたもの。<n>柔らかめで俺好みなもの。<n>汁、醤油いい感じに効いたコクウマ汁。飲み始めたら止まらない大久保汁。<n>完飲。 http://t.co/BM5C6tIkKL,232,false,182,2015/05/19 21:02:07
,平成27年5月18日月曜日、ラーメン二郎上野毛店、大ラーメン+味付け玉子+生玉子+生玉子+ふりふりカレーニンニクアブラカラメ1000YEN<n>アッツアツな汁、アブラカラメ利いてメッチャ俺好みのもの。締めはカレー溶かしてカレー汁。完飲。 http://t.co/tkcfeeYtgK,213,false,159,2015/05/18 20:41:03
,平成27年5月17日日曜日、ラーメン二郎新小金井街道店、小つけ麺+辛いの+ウズラ ニンニク少1030YEN<n>暑過ぎぃ〜、つけ麺恋しくなる季節到来した。<n>辛いつけダレ最高ッ！辛さの中にほのかに感じる酸味で食欲マシマシ夢中で飲んだ。完飲。 http://t.co/GbY9mH0Uwy,136,false,125,2015/05/17 14:33:31
,平成27年5月16日土曜日、ラーメン二郎めじろ台法政大学前店、ぶた大ラーメン+汁なし+生たまご+生たまご ニンニクアブラカラメ1100YEN<n><n>ペッパー効いた汁なしと、玉子の相性素晴らしい。醤油味アブラプルプルメッチャウマい。完食。 http://t.co/5kg56E7vsL,80,false,85,2015/05/16 19:20:30
,平成27年5月15日金曜日、蒙古タンメン中本 秋津店、北極ラーメン+定食 1010YEN<n>北極ってこんな辛かったっけ、久々に食って、驚く。軽くむせながら麺を消費し、汁にライスを投入で、おじやが辛ウマい。完飲。ごっそさんです。 http://t.co/uYYx58Y6Va,179,false,157,2015/05/16 00:06:36
,平成27年5月15日金曜日、ラーメン二郎 湘南藤沢店、大ラーメン+汁無し+生卵+生卵+粉チーズ  ニンニクアブラ 1070YEN<n>汁無しに、卵落として、ズルと喰う<n>カレー粉を、天空落とし、カレー味<n>ああウマい、ノンストップで、完飲す http://t.co/p9T2AIdQkw,193,false,159,2015/05/15 23:08:49
,平成27年5月14日木曜日、ラーメン二郎 赤羽店．大ラーメン ニンニク 800YEN<n>プルプルの麺はメッチャ俺好みのもの。<n>汁は昨日と変わって醤油が利いたものでコク醤油味ウンメ〜。<n>ブタはほぐれる食感で脂身トロットロなもの。<n>完飲ッ。 http://t.co/UCxDcRejcX,62,false,74,2015/05/14 18:50:59
,平成27年5月14日木曜日、自家製麺伊藤 赤羽店、肉そば中+スープ増し 850YEN<n>本日赤羽店6周年記念で、中盛大盛無料とのこと、中をお願いした。おめでとうございます。<n>パツとした麺、ニボ効いた汁、トロトロ肉、ウンメ〜ッ！完飲ッ。 http://t.co/uyXaaOSHBk,38,false,64,2015/05/14 18:21:15
,平成27年5月13日水曜日、ラーメン二郎 赤羽店．大ラーメン ニンニク 800YEN<n>いやはや神ウマ。プルルとした食感の柔らかい麺を、ミルキーで甘み感じる汁とともに啜れば、感涙のウマさ。ブタはトッロトロなもの。<n>完飲。ごっそさんです。 http://t.co/M1Q6N4boao,69,false,83,2015/05/13 19:35:03
,平成27年5月12日火曜日、ラーメン二郎 西台駅前店、大ラーメン+白ネギ+味付うずら+生卵+生卵 ニンニク 1050YEN<n>天地返すと麺に醤油染みてて旨いの確信。<n>少しずつ一味天空落として啜る。<n>うまぁ。幸せ。<n>完飲。ごっそさんです。 http://t.co/v6QWyMjRB8,70,false,85,2015/05/12 20:10:14
,平成27年5月12日火曜日、自家製麺伊藤 銀座店、肉そば中+スープ増し 950YEN<n>ニボの香り漂い堪らない。思わず深呼吸。<n>麺、歯切れ良い食感のプツパツ麺。メッチャ俺好み。<n>汁、煮干効いた最ッ高にウマい汁っ！<n>完飲。ごっそさんです。 http://t.co/5Ib7GFKnqS,36,false,53,2015/05/12 18:54:17
,平成27年5月11日月曜日、ラーメン二郎 千住大橋駅前店、大ラーメン+生たまご+生たまご ニンニク少 900YEN<n>麺、メッチャ味染みてて、俺好みのもの。<n>汁、塩気アブラの凶暴系。たまご落とせば、ウマさ爆発。夢中で貪った。完飲。 http://t.co/8FBy0113OV,57,false,80,2015/05/11 21:45:42
,平成27年5月10日日曜日、ラーメン二郎新小金井街道店、小ラーメン+辛いの+ウズラ+生卵+生卵+辛鬼ON ニンニク少 1080YEN<n>辛鬼ONは、玉ねぎに魚粉とサルサソース的タレが掛かったもの。さっぱりとウマし。完飲。ごっそさんです。 http://t.co/zOyNIQ0Vf0,25,false,55,2015/05/10 15:06:38
,平成27年5月9日土曜日、ラーメン二郎 桜台駅前店、小ラーメン+生たまご ニンニク 750YEN<n>麺、つるりとした舌触りのもの。<n>ブタ、ほぐれる感じのもの。<n>汁、醤油がいい塩梅に効いてて、ニンニク溶けてウマし。<n>完飲。ごっそさんです。 http://t.co/BvebXoQrRi,37,false,70,2015/05/09 15:11:53
,平成27年5月8日金曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(味噌がけ)+白ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>よく混ぜて喰うと、味噌味効いたピリ辛テイスト。塩気はややマイルド。メンマも面白い。<n>完飲す。 http://t.co/o6VsfYk0XR,42,false,85,2015/05/08 18:04:26
,平成27年5月7日木曜日、ラーメン二郎 環七新新代田店、小豚+かつおぶし+なまたまご+なまたまご ニンニク 950YEN<n>麺、汁メッチャ染みてて、たまらなくウマい。<n>ブタ、肉らしい噛み応えのものがゴッロゴロ。<n>完飲。ごっそさんです。 http://t.co/ZWJULqf8XG,29,false,66,2015/05/07 16:19:57
,平成27年5月6日水曜日、ラーメン二郎大宮店、大ラーメン(イベント価格800)+味付ウズラ+味付ウズラ ニンニク生姜 1000YEN<n>一頭買い香り豚の日。<n>汁、デフォで醤油強め、コクと肉の旨味感じる、俺好みの汁。ウズラも良し。完飲。 http://t.co/D0vpqY32be,40,false,64,2015/05/06 20:59:45
,平成27年5月6日水曜日、ラーメン二郎八王子野猿街道店2、小ラーメン+塩ドクロ+チーズ+うずら卵+生卵+生卵 ニンニク少 1130YEN<n>コレ、最ッ高に好き！塩気とアブラで目が覚めるウマさ。なぜ大にしなかったと自分を責めた。完飲ッ。 http://t.co/VJLhGEPla4,64,false,107,2015/05/06 18:03:47
,平成27年5月5日火曜日、ラーメン二郎大宮店、大ラーメン+春のつけ麺(あおさとリンゴのつけ麺)+味付ウズラ+味付ウズラ ニンニク生姜 1000YEN<n>タレ、ほのかにリンゴの酸味感じるもの。<n>ウズラ、塩気強めで俺好みなもの。<n>完飲。 http://t.co/3i1qhAFCZ3,47,false,82,2015/05/05 22:34:18
,平成27年5月4日月曜日、ラーメン二郎ひばりヶ丘駅前店、ラーメン ニンニク700YEN<n>到着時、自販機超えの並び。着席まで1時間超え。<n>麺、パツウマ麺。<n>汁、俺好みの醤油加減なもの。<n>ブタ、トロットロで口に含むとほどける食感。<n>完飲。 http://t.co/WMSQCc3RRW,44,false,79,2015/05/04 14:46:16
,平成27年5月3日日曜日、ラーメン二郎環七一之江店、汁なし大盛ラーメン+味付玉子+生卵+生卵 全部 950YEN<n>混ぜ混ぜして頂くと、混然となった味わいに夢中になる。2個の生卵を順次投入でスルスルノンストップで完飲。 ごっそさんです。 http://t.co/cAh89hl0G1,46,false,71,2015/05/03 18:10:41
,平成27年5月3日日曜日、ラーメン二郎大宮店、大ラーメン+味付ウズラ+味付ウズラ ニンニク生姜 800YEN<n>汁、ポテンシャルは感じるものの、いささか薄めな汁、卓上醤油を加えてよろし。<n>ウズラ、塩気強めで俺好みなもの。<n>完飲。 http://t.co/iX2qHpfdRe,33,false,64,2015/05/03 13:54:41
,平成27年5月2日土曜日、ラーメン二郎八王子野猿街道店2、大ラーメン(辛いの)+うずら卵+生卵+生卵+きまぐれたまご+えびラー油ダブル ニンニク少 1330YEN<n>エビ味濃厚ピリ辛ラー油を、麺に絡めて、汁に溶かしてウンメ〜〜ッ！完飲。 http://t.co/GGGBfRPbq4,58,false,61,2015/05/02 15:20:56
,平成27年5月1日金曜日、煮干しつけ麺宮元、特製極上濃厚煮干+味玉 1080YEN<n>つけ麺は、売り切れてた。<n>汁、動物系が強めな感じで粘度高い濃厚煮干汁。適度なエグ味が俺好み。<n>麺、パツパツ麺。汁が良く絡む。<n>完飲。ごっそさんです。 http://t.co/BZ7rX630Qj,21,false,35,2015/05/01 22:47:38
,平成27年5月1日金曜日、ラーメン二郎 JR西口蒲田店、大ブタ ニンニクとうがらし930YEN<n>ブタ、味染みてて良し<n>麺、柔らかめで食いやすいもの。<n>汁、いささか薄めに感じるものの、トッピングのとうがらし効いて飲みやすいもの。完飲。 http://t.co/TEqSV7aUJo,21,false,37,2015/05/01 20:05:41
,平成27年4月30日木曜日、ラーメン二郎歌舞伎町店、普通盛+煮玉子 全部 800YEN<n>麺、食券を横に折って、柔らかめを所望。イメージ通りの柔らか麺と、シャキ気味ヤサイを一緒に頬張れば食感の違いを楽しめる。完飲。ごっそさんです。 http://t.co/WWLq6lSNSo,18,false,34,2015/04/30 22:29:48
,平成27年4月29日水曜日、ラーメン二郎八王子野猿街道店2、大つけ麺(レモンつけ麺)+うずら卵+生卵+生卵 ニンニク少 1180YEN<n>うん、こりゃいい。酸味の効いたタレは、ポン酢のようなテイスト。食欲マシマシ夢中で飲んだ。完飲。 http://t.co/ArHvDFmMBW,18,false,46,2015/04/29 15:14:02
,平成27年4月28日火曜日、ラーメン二郎 府中店、大ラーメン ニンニクアブラカラメ 800YEN<n>汁、メッチャウマい・・・。アブラカラメが大成功で、神域のバランス汁。我を忘れる夢中汁。奮えながら啜る。<n>感動、完飲。ごっそさんです。 http://t.co/QVZkwQBJ1Q,98,false,90,2015/04/28 22:03:20
,平成27年4月28日火曜日、鉢ノ葦葉 三重県四日市市、特製塩+特盛+くんたま+ 味ごはん中1530YEN<n>繊細な味わいの塩味汁が胃に腸に染みわたる。味玉ウンメ〜何の味付けだろ？味ごはんは具沢山、いい味してる。たまらず貪り喰った。完飲。 http://t.co/8XW6kLOGdm,17,false,29,2015/04/28 13:25:01
,平成27年4月27日月曜日、ラーメン二郎 品川店、小+煮玉子+煮玉子 ニンニク 800YEN<n>ザクとした食感の麺に汁染みててウンメ〜、ただでさえ味わい深い汁に、一味天空落としたら、ウマさ極まり、思わず完飲。 http://t.co/odI0smjm4R,19,false,31,2015/04/27 19:27:40
,平成27年4月27日月曜日、ラーメン二郎 三田本店、大ラーメン ニンニク少 650YEN<n>汁、ウンメえええええぇッ！！課長と肉の旨味、アブラの甘みが合わさり、最強なもの。完飲。恍惚となり、店を後にした。 http://t.co/GnFpFWiCA8,53,false,62,2015/04/27 14:38:22
,平成27年4月25日土曜日、ラーメン二郎 会津若松駅前店、小ラーメン豚入り+しょうが ニンニク 850YEN<n>旨味の効いた甘口なテイストの汁と、チョイデロな柔らかめな麺が、メッチャ俺好みのもの。完飲。 http://t.co/G24jjLpOf5,14,false,30,2015/04/25 18:38:41
,平成27年4月24日金曜日、ラーメン二郎 JR西口蒲田店、大ブタ 930YEN<n>2004入店、食券買うと札の確認あり<n>2006着席<n>2008コール、ニンニクトウガラシ<n>2014完飲。ごっそさんです。 http://t.co/RVn0yUiAUo,59,false,56,2015/04/24 20:35:32
,平成27年4月23日木曜日、ラーメン二郎 京急川崎店、大ラーメン 830YEN<n>豚、ちょいパサも汁に浸せばウマいもの<n>麺、頬張るとほどける食感俺好み<n>汁、甘ウマい夢中で飲める癒し汁<n>完飲。ごっそさんです。 http://t.co/OSp3TtmaMj,6,false,27,2015/04/23 22:27:29
,平成27年4月23日木曜日、煮干中華ソバイチカワ、煮干ソバ(S)+味玉+ペースト+賄い飯+和え玉 1200YEN煮干スープウンメぇぇッ！パッツパツな麺が超合ってて最ッ高に楽しめた！完飲。ごっそさんです。 http://t.co/27RKifOkwS,23,false,55,2015/04/23 12:06:59
,平成27年4月22日水曜日、ラーメン二郎 亀戸店、ラーメン+味玉+生卵+生卵 890YEN<n>クニュとした食感の麺がアブラ纏ってウンメ〜卓上のマヨ試してみる。ほお、コクが加わりたまらない。思わず完飲。 http://t.co/35IMTCW3gJ,20,false,34,2015/04/22 21:11:20
,ゴールデンの予定が貼ってあった。 http://t.co/w0xumVqD8o,6,false,16,2015/04/21 21:37:53
,平成27年4月21日火曜日、ラーメン二郎 京急川崎店、大ブタ 930YEN<n>甘ウマ汁染みてて、トロける柔らかさの俺好みな麺を夢中で頬張る。気が付いたら、丼がカラになってた。完飲。ごっそさんです。 http://t.co/OGDeJSvglR,17,false,43,2015/04/21 21:30:15
,平成27年4月20日月曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば+白ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>塩気が効いたタレに、白ネギと卵落とせば、絶品スープ完成ッ！思わず完飲。 http://t.co/ZsTAqgOQkA,29,false,43,2015/04/20 21:10:41
,@Happykenn この日は食べるラー油を載せてくれました。,0,false,1,2015/04/19 15:48:26
,平成27年4月18日土曜日、ラーメン二郎八王子野猿街道店2、小ラーメン(辛いの)+うずら卵+生卵+生卵+きまぐれたまご+きまぐれたまご ニンニク少 1130YEN<n>辛汁に卵、最ッ高に合うわ〜。完飲。 http://t.co/K45HGHA95f,22,false,41,2015/04/18 20:18:34
,平成27年4月17日金曜日、ラーメン二郎八王子野猿街道店2、小ラーメン(辛いの)+うずら卵+生卵+生卵+きまぐれたまご ニンニク少 1030YEN<n>奥深い味わいの辛汁に卵落とせば奮えるウマさで思わず完飲。 http://t.co/xM7D5Xk4lG,11,false,34,2015/04/17 19:20:17
,平成27年4月16日木曜日、ラーメン二郎 環七新新代田店、中+かつおぶし+なまたまご+なまたまご ニンニク 900YEN<n>汁、ミルキィで俺好みな醤油加減の汁に、ニンニク溶けて、夢中になれる汁。完飲した。 http://t.co/fMbuCh9mkl,13,false,32,2015/04/16 21:15:13
,平成27年4月15日水曜日、ラーメン二郎 小岩店、大豚入り ニンニク 950YEN<n>店員は、店主とオバちゃんの2名。<n>液体脂まとったムチムチ麺がたまらなくウマい。豚も汁も最ッ高にウマいぃぃっ！！完飲。 http://t.co/6bUupuYtWQ,11,false,27,2015/04/15 12:19:25
,平成27年4月14日火曜日、ラーメン二郎 西台駅前店、大ラーメン+白ネギ+味付うずら+生卵+生卵 ニンニク 1050YEN 醤油染みた麺はザクザクと喰える食感。完飲、ごっそさんです。 http://t.co/0OlmLREjCw,10,false,31,2015/04/14 21:37:29
,平成27年4月13日月曜日、ラーメン二郎ひばりヶ丘駅前店、ラーメン ニンニク700YEN<n>パツ麺に醤油がギリリ効いたひばり汁染みてる。ブタは、トロロトロけてウマいもの。夢中で完飲、ごっそさんです。 http://t.co/LGrjWnBF2C,14,false,32,2015/04/13 19:25:42
,平成27年4月11日土曜日、ラーメン二郎新小金井街道店、大ラーメン+辛いの+味玉+味玉 ニンニク980YEN<n>味玉50円お求め易い価格に感動ッ！辛味で味玉の甘み際立ち癒され味。完飲、ごっそさんです。 http://t.co/Wa39NuXB9v,12,false,33,2015/04/11 18:20:11
,平成27年4月10日金曜日、ラーメン二郎 茨城守谷店、大ラーメン++うずらの卵+生卵+生卵 ニンニク少 1050YEN<n>味染みた守谷麺、濃コク醤油味の激ウマ汁、ゴロとした端豚、最ッ高にウマいもの。 http://t.co/Df0hPa2kjE,18,false,29,2015/04/10 15:39:08
,平成27年4月9日木曜日、ラーメン二郎 西台駅前店、大ラーメン+白ネギ+味付うずら+生卵+生卵 ニンニク 1050YEN<n>グルと豚の旨味豊かな二郎汁に、ネギと生卵落として啜れば、も〜たまらん！ http://t.co/3l6ULIF7iw,7,false,24,2015/04/09 14:27:57
,平成27年4月8日水曜日、ラーメン二郎 西台駅前店、大ラーメン+白ネギ+味付うずら+生卵+生卵 ニンニク 1050YEN<n>麺、舌やけどするほどアッツアツ、寒い日に堪らないもの。<n>完飲。ごっそさんです。 http://t.co/lDDTuECkUw,14,false,38,2015/04/08 22:10:05
,平成27年4月7日火曜日、ラーメン二郎 千住大橋駅前店、大ラーメン+生たまご+生たまご ニンニク 900YEN メッチャウマ汁、千住汁。塩気ギリリなPAPP汁。俺、おもわずKAN-IN。 http://t.co/aRxyUQxwJ9,82,false,77,2015/04/07 21:40:17
,【LIVE】蒲田の様子。<n>よ、様子を見に行っただけなんだからね！ http://t.co/mf8e2FLy8G,32,false,33,2015/04/07 13:42:54
,平成27年4月6日月曜日、ラーメン二郎 西台駅前店、大ラーメン+白ネギ+味付うずら+生卵+生卵 ニンニク 1050YEN<n>最近、西台のラーメンにハマってる。 http://t.co/MgIcvgKzic,9,false,32,2015/04/06 19:43:00
,平成27年4月4日土曜日、ラーメン二郎 新小金井街道店、小ラーメン+辛いの+味玉+味玉 ニンニク 880YEN<n>辛いのウンメ〜〜〜！！思わず飲み干しちまった。 http://t.co/heXG714iho,17,false,35,2015/04/04 16:00:57
,平成27年4月3日金曜日、ラーメン二郎 西台駅前店、大ラーメン+白ネギ+味付うずら+生卵+生卵 ニンニク 1050YEN<n>感動、完飲、ごっそさん。 http://t.co/l8ak6vdkoH,22,false,41,2015/04/03 20:27:50
,@habomaijiro: 平成27年4月2日木曜日、ラーメン二郎 西台駅前店、大ラーメン+白ネギ+味付うずら+生卵+生卵 ニンニク 1050YEN <n>西台で久々に汁有り食った。超ウマいな！！ハマりそう！！ http://t.co/cXzqqylT8q,14,false,20,2015/04/02 22:16:28
,平成27年4月2日木曜日、まつもとの来来憲 三重県四日市市、大とんてき定食+ニンニクダブル 1835YEN http://t.co/Lt3qnMGpiL,101,false,69,2015/04/02 16:29:22
,平成27年4月1日水曜日、麺屋はなび 桑名店 三重県桑名市、元祖台湾まぜそば+麺大盛り+半ミンチ+味玉 ニンニク 1100YEN http://t.co/epV6ZbpWbN,17,false,22,2015/04/01 20:17:32
,平成27年4月1日水曜日、らぁめん大山 富士本店 静岡県富士市、煮干し大麺+大盛り ニンニク 1080YEN http://t.co/4MBryHF6Ek,12,false,21,2015/04/01 12:59:56
,平成27年3月31日火曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN <n>油そば(塩)、最ッ高にウマかった！！！ http://t.co/9A6gbxifSc,29,false,30,2015/03/31 21:55:01
,平成27年3月30日月曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/uPzOz4DDHv,18,false,29,2015/03/30 19:04:54
,平成27年3月28日土曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/CFNKsqmWIo,19,false,22,2015/03/28 14:38:34
,平成27年3月27日金曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/G0C4eZu7KY,16,false,19,2015/03/27 18:16:32
,平成27年3月26日木曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/V07xl7BsO6,19,false,18,2015/03/26 21:12:38
,平成27年3月26日木曜日、江ざわ千葉県勝浦市 チャーシュー担々麺 1100YEN http://t.co/tA2klmxnvg,21,false,25,2015/03/26 12:32:19
,平成27年3月25日給料日ッ、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/eB2NXyFO1Z,36,false,25,2015/03/25 21:32:25
,平成27年3月24日火曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/euvPuA9w06,23,false,19,2015/03/24 20:23:33
,平成27年3月23日月曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/WJU56DQ6ho,22,false,20,2015/03/23 18:02:56
,平成27年3月20日金曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/LQSzktwcIW,22,false,19,2015/03/20 20:56:00
,平成27年3月19日木曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/L5a6SBf0ks,26,false,19,2015/03/19 20:49:27
,平成27年3月18日水曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/y24V1u2wb4,26,false,18,2015/03/18 21:04:58
,平成27年3月17日火曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/gbYiY0Eg4k,23,false,20,2015/03/17 20:51:44
,平成27年3月16日月曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(塩)+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN http://t.co/hJOTVYp8s8,62,false,39,2015/03/16 19:13:17
